"Date","Price","Open","High","Low","Vol.","Change %"
"10/26/2022","1,669.20","1,657.70","1,679.40","1,653.80","186.93K","0.68%"
"10/27/2022","1,665.60","1,668.80","1,674.80","1,658.50","189.29K","-0.22%"
"10/28/2022","1,644.80","1,667.20","1,670.90","1,640.70","196.36K","-1.25%"
"10/31/2022","1,640.70","1,647.20","1,648.50","1,634.50","128.41K","-0.25%"
"11/01/2022","1,649.70","1,636.10","1,660.30","1,633.60","197.98K","0.55%"
"11/02/2022","1,650.00","1,651.40","1,673.10","1,637.40","220.93K","0.02%"
"11/03/2022","1,630.90","1,639.10","1,643.20","1,618.30","254.70K","-1.16%"
"11/04/2022","1,676.60","1,631.70","1,686.40","1,631.10","293.52K","2.80%"
"11/07/2022","1,680.50","1,678.60","1,685.60","1,670.00","187.59K","0.23%"
"11/08/2022","1,716.00","1,678.00","1,720.40","1,667.10","297.62K","2.11%"
"11/09/2022","1,713.70","1,715.20","1,725.80","1,705.10","239.65K","-0.13%"
"11/10/2022","1,753.70","1,709.70","1,760.60","1,705.50","305.72K","2.33%"
"11/11/2022","1,769.40","1,758.30","1,775.60","1,750.30","227.04K","0.90%"
"11/14/2022","1,776.90","1,769.40","1,778.40","1,755.80","191.35K","0.42%"
"11/15/2022","1,776.80","1,774.00","1,791.80","1,770.20","283.02K","-0.01%"
"11/16/2022","1,775.80","1,782.00","1,788.20","1,773.40","200.76K","-0.06%"
"11/17/2022","1,763.00","1,777.00","1,777.60","1,756.60","169.10K","-0.72%"
"11/18/2022","1,754.40","1,763.10","1,769.90","1,749.20","137.33K","-0.49%"
"11/21/2022","1,739.60","1,752.00","1,755.00","1,733.90","166.08K","-0.84%"
"11/22/2022","1,739.90","1,739.70","1,751.00","1,737.60","153.09K","0.02%"
"11/23/2022","1,745.60","1,740.80","1,754.90","1,719.00","167.77K","0.33%"
"11/24/2022","1,754.00","1,751.00","1,761.20","1,745.90","134.30K","0.48%"
"11/25/2022","1,754.00","1,751.00","1,761.20","1,745.90","134.30K","0.00%"
"11/28/2022","1,740.30","1,755.00","1,763.50","1,738.20","132.77K","-0.78%"
"11/29/2022","1,763.70","1,754.60","1,773.40","1,752.90","127.32K","1.34%"
"11/30/2022","1,759.90","1,763.40","1,784.20","1,758.20","192.24K","-0.22%"
"12/01/2022","1,815.20","1,783.10","1,818.40","1,782.90","226.15K","3.14%"
"12/02/2022","1,809.60","1,817.00","1,818.70","1,791.80","183.72K","-0.31%"
"12/05/2022","1,781.30","1,810.50","1,822.90","1,778.10","179.82K","-1.56%"
"12/06/2022","1,782.40","1,780.80","1,793.20","1,779.10","127.86K","0.06%"
"12/07/2022","1,798.00","1,783.30","1,803.20","1,780.50","155.57K","0.88%"
"12/08/2022","1,801.50","1,799.50","1,806.90","1,793.20","116.27K","0.19%"
"12/09/2022","1,810.70","1,801.90","1,819.00","1,800.10","150.94K","0.51%"
"12/12/2022","1,792.30","1,808.00","1,809.30","1,789.00","107.78K","-1.02%"
"12/13/2022","1,825.50","1,792.30","1,836.90","1,791.80","230.91K","1.85%"
"12/14/2022","1,818.70","1,822.60","1,825.40","1,806.20","143.80K","-0.37%"
"12/15/2022","1,787.80","1,818.70","1,819.70","1,782.00","185.32K","-1.70%"
"12/16/2022","1,800.20","1,786.90","1,804.20","1,783.90","128.75K","0.69%"
"12/19/2022","1,797.70","1,801.60","1,808.60","1,793.20","86.09K","-0.14%"
"12/20/2022","1,825.40","1,796.80","1,832.40","1,793.70","197.50K","1.54%"
"12/21/2022","1,825.40","1,827.90","1,833.80","1,821.30","110.18K","0.00%"
"12/22/2022","1,795.30","1,823.80","1,829.30","1,792.70","175.77K","-1.65%"
"12/23/2022","1,804.20","1,801.00","1,812.20","1,798.90","105.46K","0.50%"
"12/26/2022","1,809.70","1,805.80","1,811.95","1,805.55","","0.30%"
"12/27/2022","1,823.10","1,808.20","1,841.90","1,808.00","159.62K","0.74%"
"12/28/2022","1,815.80","1,822.40","1,822.80","1,804.20","118.08K","-0.40%"
"12/29/2022","1,826.00","1,812.30","1,827.30","1,811.20","105.99K","0.56%"
"12/30/2022","1,826.20","1,821.80","1,832.40","1,819.80","107.50K","0.01%"
"01/02/2023","1,835.80","1,834.55","1,837.90","1,831.40","","0.53%"
"01/03/2023","1,846.10","1,831.80","1,856.60","1,831.30","212.27K","0.56%"
"01/04/2023","1,859.00","1,845.20","1,871.30","1,842.00","198.35K","0.70%"
"01/05/2023","1,840.60","1,861.20","1,864.30","1,829.90","188.60K","-0.99%"
"01/06/2023","1,869.70","1,835.90","1,875.20","1,835.20","215.37K","1.58%"
"01/09/2023","1,877.80","1,872.80","1,886.40","1,869.30","204.55K","0.43%"
"01/10/2023","1,876.50","1,875.70","1,885.20","1,872.00","170.51K","-0.07%"
"01/11/2023","1,878.90","1,881.30","1,890.90","1,870.90","222.25K","0.13%"
"01/12/2023","1,898.80","1,879.70","1,906.50","1,872.40","265.17K","1.06%"
"01/13/2023","1,921.70","1,898.80","1,925.30","1,895.10","247.88K","1.21%"
"01/15/2023","1,919.90","1,923.25","1,923.60","1,919.85","","-0.09%"
"01/16/2023","1,909.90","1,923.80","1,931.80","1,906.20","268.37K","-0.52%"
"01/17/2023","1,907.20","1,920.10","1,920.10","1,905.20","0.71K","-0.14%"
"01/18/2023","1,907.00","1,911.10","1,929.80","1,898.60","218.97K","-0.01%"
"01/19/2023","1,923.90","1,907.00","1,936.90","1,902.00","214.25K","0.89%"
"01/20/2023","1,928.20","1,933.70","1,939.00","1,922.00","165.27K","0.22%"
"01/23/2023","1,936.20","1,936.10","1,943.70","1,920.10","0.97K","0.41%"
"01/24/2023","1,943.10","1,940.50","1,950.60","1,926.30","1.08K","0.36%"
"01/25/2023","1,950.30","1,946.00","1,956.00","1,928.70","1.27K","0.37%"
"01/26/2023","1,937.60","1,955.30","1,957.00","1,926.50","2.10K","-0.65%"
"01/27/2023","1,936.60","1,936.80","1,943.00","1,923.70","2.33K","-0.05%"
"01/30/2023","1,922.90","1,928.30","1,933.60","1,920.30","27.22K","-0.71%"
"01/31/2023","1,929.50","1,923.00","1,930.40","1,900.60","1.91K","0.34%"
"02/01/2023","1,927.80","1,927.20","1,955.00","1,922.00","2.29K","-0.09%"
"02/02/2023","1,916.30","1,952.30","1,959.10","1,911.30","0.75K","-0.60%"
"02/03/2023","1,862.90","1,912.40","1,917.00","1,861.50","0.99K","-2.79%"
"02/06/2023","1,866.20","1,865.60","1,880.00","1,863.40","0.42K","0.18%"
"02/07/2023","1,871.70","1,870.00","1,875.70","1,868.00","0.30K","0.29%"
"02/08/2023","1,877.40","1,872.10","1,880.40","1,872.10","0.23K","0.30%"
"02/09/2023","1,866.20","1,875.30","1,884.60","1,859.80","0.22K","-0.60%"
"02/10/2023","1,862.80","1,861.60","1,863.50","1,852.40","0.03K","-0.18%"
"02/13/2023","1,851.90","1,859.00","1,861.00","1,850.00","0.57K","-0.59%"
"02/14/2023","1,854.00","1,854.10","1,862.00","1,846.20","0.66K","0.11%"
"02/15/2023","1,834.20","1,842.00","1,842.00","1,828.20","0.37K","-1.07%"
"02/16/2023","1,842.00","1,838.60","1,843.70","1,827.20","0.22K","0.43%"
"02/17/2023","1,840.40","1,827.40","1,842.20","1,818.40","0.04K","-0.09%"
"02/19/2023","1,847.75","1,851.20","1,852.15","1,847.55","","0.40%"
"02/20/2023","1,850.50","1,847.55","1,856.35","1,846.30","","0.15%"
"02/21/2023","1,842.50","1,850.50","1,856.40","1,839.00","210.17K","-0.43%"
"02/22/2023","1,833.30","1,837.00","1,846.40","1,825.10","0.57K","-0.50%"
"02/23/2023","1,818.80","1,823.60","1,832.70","1,818.30","0.65K","-0.79%"
"02/24/2023","1,809.20","1,825.20","1,827.10","1,808.80","0.40K","-0.53%"
"02/27/2023","1,824.90","1,818.00","1,827.30","1,812.00","130.43K","0.87%"
"02/28/2023","1,836.70","1,823.90","1,838.60","1,810.80","184.51K","0.65%"
"03/01/2023","1,845.40","1,834.00","1,852.50","1,829.60","182.58K","0.47%"
"03/02/2023","1,840.50","1,843.80","1,845.30","1,835.90","139.76K","-0.27%"
"03/03/2023","1,854.60","1,842.10","1,864.40","1,842.00","158.96K","0.77%"
"03/06/2023","1,854.60","1,861.00","1,864.30","1,850.60","136.22K","0.00%"
"03/07/2023","1,820.00","1,852.60","1,856.90","1,817.10","248.23K","-1.87%"
"03/08/2023","1,818.60","1,818.00","1,828.70","1,813.40","208.29K","-0.08%"
"03/09/2023","1,834.60","1,818.00","1,839.40","1,815.40","228.47K","0.88%"
"03/10/2023","1,867.20","1,835.10","1,874.30","1,830.00","345.81K","1.78%"
"03/13/2023","1,916.50","1,877.10","1,919.50","1,875.70","452.33K","2.64%"
"03/14/2023","1,910.90","1,919.40","1,919.40","1,899.80","261.28K","-0.29%"
"03/15/2023","1,948.10","1,924.50","1,959.10","1,906.00","84.73K","1.95%"
"03/16/2023","1,939.70","1,940.20","1,954.60","1,928.40","34.77K","-0.43%"
"03/17/2023","1,990.20","1,942.70","2,010.40","1,939.10","67.46K","2.60%"
"03/20/2023","1,999.70","2,008.60","2,031.70","1,987.00","69.06K","0.48%"
"03/21/2023","1,958.30","2,000.70","2,005.70","1,955.90","65.17K","-2.07%"
"03/22/2023","1,966.60","1,959.70","1,999.40","1,953.70","60.53K","0.42%"
"03/23/2023","2,013.30","1,992.50","2,023.30","1,984.40","74.55K","2.37%"
"03/24/2023","2,001.70","2,013.30","2,023.90","1,995.70","118.69K","-0.58%"
"03/27/2023","1,971.50","2,000.30","2,001.50","1,962.70","107.04K","-1.51%"
"03/28/2023","1,973.50","1,957.80","1,977.10","1,949.90","183.58K","0.10%"
"03/29/2023","1,966.90","1,975.40","1,976.00","1,959.50","88.56K","-0.33%"
"03/30/2023","1,980.30","1,965.90","1,984.40","1,954.90","10.12K","0.68%"
"03/31/2023","1,969.00","1,981.30","1,986.80","1,968.00","0.96K","-0.57%"
"04/03/2023","1,983.90","1,968.10","1,991.70","1,950.00","0.74K","0.76%"
"04/04/2023","2,022.20","1,984.60","2,027.10","1,979.00","0.81K","1.93%"
"04/05/2023","2,020.90","2,022.10","2,033.80","2,013.60","0.53K","-0.06%"
"04/06/2023","2,011.90","2,022.20","2,023.30","2,005.00","0.49K","-0.45%"
"04/10/2023","1,989.10","2,000.00","2,006.60","1,984.00","0.65K","-1.13%"
"04/11/2023","2,004.80","1,991.40","2,006.50","1,991.40","0.07K","0.79%"
"04/12/2023","2,010.90","2,005.20","2,025.70","2,005.20","0.17K","0.30%"
"04/13/2023","2,041.30","2,015.60","2,048.60","2,015.60","1.04K","1.51%"
"04/14/2023","2,002.20","2,041.00","2,047.80","1,995.00","0.72K","-1.92%"
"04/17/2023","1,994.20","2,002.70","2,007.60","1,983.20","0.55K","-0.40%"
"04/18/2023","2,010.30","1,997.10","2,013.40","1,994.50","0.22K","0.81%"
"04/19/2023","1,998.00","2,008.50","2,009.70","1,971.90","0.92K","-0.61%"
"04/20/2023","2,009.80","1,996.50","2,014.50","1,994.20","0.42K","0.59%"
"04/21/2023","1,981.30","2,005.10","2,007.00","1,973.00","0.62K","-1.42%"
"04/24/2023","1,990.60","1,983.20","1,991.00","1,975.30","0.54K","0.47%"
"04/25/2023","1,995.10","1,995.40","2,005.00","1,979.30","0.85K","0.23%"
"04/26/2023","1,986.90","2,000.00","2,009.80","1,986.60","0.62K","-0.41%"
"04/27/2023","1,999.00","1,999.80","2,013.30","1,982.00","203.90K","0.61%"
"04/28/2023","1,999.10","1,997.20","2,004.10","1,984.40","172.45K","0.01%"
"05/01/2023","1,992.20","2,000.20","2,015.40","1,985.70","173.02K","-0.35%"
"05/02/2023","2,023.30","1,990.50","2,028.80","1,986.90","245.64K","1.56%"
"05/03/2023","2,037.00","2,026.40","2,050.00","2,016.00","229.67K","0.68%"
"05/04/2023","2,055.70","2,054.70","2,085.40","2,038.50","311.00K","0.92%"
"05/05/2023","2,024.80","2,058.00","2,061.30","2,007.00","283.30K","-1.50%"
"05/08/2023","2,033.20","2,024.60","2,037.10","2,022.00","182.21K","0.41%"
"05/09/2023","2,042.90","2,028.40","2,045.10","2,026.40","199.70K","0.48%"
"05/10/2023","2,037.10","2,041.60","2,056.00","2,028.30","260.81K","-0.28%"
"05/11/2023","2,020.50","2,036.80","2,047.60","2,016.70","296.98K","-0.81%"
"05/12/2023","2,019.80","2,020.50","2,027.80","2,005.70","220.50K","-0.03%"
"05/15/2023","2,018.00","2,013.80","2,017.10","2,013.80","0.00K","-0.09%"
"05/16/2023","1,988.40","2,021.30","2,022.70","1,989.10","0.05K","-1.47%"
"05/17/2023","1,980.70","1,983.60","1,983.60","1,983.60","0.01K","-0.39%"
"05/18/2023","1,956.50","1,956.80","1,956.80","1,956.80","0.02K","-1.22%"
"05/19/2023","1,978.70","1,960.00","1,976.70","1,960.00","0.11K","1.13%"
"05/22/2023","1,974.80","1,980.50","1,980.50","1,980.50","0.01K","-0.20%"
"05/23/2023","1,972.40","1,973.90","1,980.00","1,955.80","0.00K","-0.12%"
"05/24/2023","1,962.80","1,975.40","1,975.40","1,969.20","0.19K","-0.49%"
"05/25/2023","1,943.10","1,959.50","1,965.40","1,939.00","0.00K","-1.00%"
"05/26/2023","1,963.10","1,961.80","1,975.70","1,954.70","130.07K","1.03%"
"05/28/2023","1,961.50","1,964.55","1,964.55","1,960.05","","-0.08%"
"05/29/2023","1,959.75","1,961.45","1,968.15","1,958.10","","-0.09%"
"05/30/2023","1,977.10","1,961.30","1,981.90","1,949.60","264.37K","0.89%"
"05/31/2023","1,982.10","1,977.50","1,993.10","1,971.80","207.75K","0.25%"
"06/01/2023","1,995.50","1,981.30","2,000.70","1,970.10","176.91K","0.68%"
"06/02/2023","1,969.60","1,994.60","2,000.50","1,963.70","209.69K","-1.30%"
"06/05/2023","1,974.30","1,962.30","1,980.40","1,953.80","179.99K","0.24%"
"06/06/2023","1,981.50","1,978.00","1,982.90","1,970.30","136.00K","0.36%"
"06/07/2023","1,958.40","1,980.00","1,986.50","1,955.40","189.53K","-1.17%"
"06/08/2023","1,978.60","1,956.20","1,985.70","1,955.20","191.84K","1.03%"
"06/09/2023","1,977.20","1,980.50","1,987.80","1,971.00","130.41K","-0.07%"
"06/12/2023","1,969.70","1,975.60","1,981.40","1,963.10","122.54K","-0.38%"
"06/13/2023","1,958.60","1,971.40","1,985.90","1,953.00","198.40K","-0.56%"
"06/14/2023","1,968.90","1,957.20","1,973.90","1,952.50","199.71K","0.53%"
"06/15/2023","1,961.80","1,948.80","1,963.70","1,929.60","0.82K","-0.36%"
"06/16/2023","1,962.20","1,961.30","1,970.60","1,956.70","0.62K","0.02%"
"06/18/2023","1,969.45","1,970.85","1,971.70","1,968.65","","0.37%"
"06/19/2023","1,964.05","1,969.55","1,970.85","1,959.90","","-0.27%"
"06/20/2023","1,938.90","1,961.70","1,961.70","1,932.40","0.74K","-1.28%"
"06/21/2023","1,936.10","1,939.50","1,940.70","1,922.20","0.81K","-0.14%"
"06/22/2023","1,915.00","1,935.90","1,935.90","1,914.00","0.37K","-1.09%"
"06/23/2023","1,921.00","1,915.00","1,939.30","1,911.30","0.75K","0.31%"
"06/26/2023","1,925.10","1,926.40","1,934.50","1,923.00","0.77K","0.21%"
"06/27/2023","1,915.10","1,927.40","1,930.20","1,912.30","0.23K","-0.52%"
"06/28/2023","1,913.40","1,915.20","1,916.70","1,903.60","0.63K","-0.09%"
"06/29/2023","1,917.90","1,916.50","1,921.30","1,900.60","205.25K","0.24%"
"06/30/2023","1,929.40","1,916.40","1,930.80","1,908.10","180.69K","0.60%"
